,menuKind,menuName
1721,오이,백오이 물김치
1722,오이,오이고추 삼겹살 무침
1723,오이,오이지무침
1724,오이,오이생채
1725,오이,오이송송이
1726,오이,오이찜닭
1727,깍두기,깍두기볶음밥
1728,깍두기,깍두기 찬밥피자
1729,깍두기,오이깍두기
1730,된장,강된장비빔밥
1731,된장,된장돼지고기덮밥
1732,된장,양배추된장무른밥
1733,된장,된장 가지냉국
1734,된장,두유 된장국
1735,된장,동치미 된장국
1736,된장,아삭이고추 된장박이
1737,된장,버섯된장 달걀국
1738,된장,배추된장국
1739,된장,호박잎된장국
1740,된장,취나물된장국
1741,된장,쇠고기우거지된장국
1742,된장,냉이된장국
1743,된장,물만두된장국
1744,된장,꽃게된장국
1745,된장,다슬기부추된장국
1746,된장,미역된장국
1747,된장,봄동된장국
1748,된장,깻잎버섯된장국
1749,된장,늙은 호박 된장찌개
1750,된장,대파된장찌개
1751,된장,봄나물 강된장
1752,된장,달래된장찌개
1753,된장,강화도식 주꾸미된장찌개
1754,된장,묵은지 된장지짐
1755,된장,순두부된장찌개
1756,된장,냉이강된장
1757,된장,가지강된장
1758,된장,열무 된장지짐
1759,된장,된장 톳 두부무침
1760,된장,봄나물 된장닭갈비
1761,된장,풋고추된장무침
1762,된장,감귤된장무침
1763,된장,두부 강된장볶음
1764,된장,아욱건새우 된장무침
1765,된장,배추된장무침
1766,된장,대파된장무침
1767,된장,항정살된장구이
1768,된장,된장부추맥적구이
1769,된장,생선된장구이
1770,된장,고등어된장구이
1771,된장,된장두부조림
1772,카르보나라,카르보나라 덮밥
1773,카르보나라,카르보나라 라이스
1774,카르보나라,카르보나라 순대볶음
1775,쌈장,쌈장덮밥
1776,쌈장,쌈장 돼지고기 덮밥
1777,쌈장,베이컨버섯쌈장볶음밥
1778,쌈장,대패쌈장찌개
1779,쌈장,쌈장김치찌개
1780,쌈장,쌈장목살찌개
1781,쌈장,참치 쌈장과 양배추쌈
1782,쌈장,갈치 쌈장
1783,쌈장,쌈장닭구이
1784,떡볶이,떡볶이 덮밥
1785,떡볶이,마라 기름떡볶이
1786,떡볶이,콩고기 토마토떡볶이
1787,떡볶이,간장꿀떡볶이
1788,떡볶이,감자떡볶이
1789,열무,소보로 열무밥
1790,열무,열무 청국장
1791,열무,열무 물김치
1792,열무,열무 된장지짐
1793,열무,열무나물무침
1794,소보로,소보로 열무밥
1795,멸치,청양고추멸치볶음 주먹밥
1796,멸치,청양고추멸치볶음
1797,멸치,치즈멸치강정
1798,멸치,채소멸치죽
1799,멸치,생멸치찌개
1800,멸치,잔멸치고춧물
1801,멸치,감자멸치볶음
1802,멸치,콩가루고추멸치찜
1803,멸치,마늘종잔멸치볶음
1804,멸치,멸치대하볶음 & 엔다이브 쌈 with 청주
1805,멸치,멸치꽈리고추볶음
1806,멸치,멸치 무조림
1807,멸치,토란잔멸치조림
1808,멸치,멸치깻잎쌈
1809,포두부,포두부 롤밥
1810,포두부,포두부무침
1811,포두부,포두부말이
1812,연두부,가지연두부덮밥
1813,순두부,순두부카레라이스
1814,순두부,건새우순두부탕
1815,순두부,순두부콩나물국
1816,순두부,순두부김국
1817,순두부,순두부된장찌개
1818,순두부,순두부김치찌개
1819,순두부,백순두부찌개
1820,순두부,명란순두부찌개
1821,순두부,떠먹는 순두부김치
1822,두부,포두부 롤밥
1823,두부,가지연두부덮밥
1824,두부,두부채소카레
1825,두부,순두부카레라이스
1826,두부,두부밥과 간장양념
1827,두부,건새우순두부탕
1828,두부,순두부콩나물국
1829,두부,두부뭇국
1830,두부,새우두부완자탕
1831,두부,순두부김국
1832,두부,맑은 버섯두부탕
1833,두부,두부호박 새우젓국
1834,두부,어묵 두부찌개
1835,두부,두부배추전골
1836,두부,구운두부전골
1837,두부,순두부된장찌개
1838,두부,순두부김치찌개
1839,두부,얼큰 두부찌개
1840,두부,백순두부찌개
1841,두부,명란순두부찌개
1842,두부,두부 장조림
1843,두부,명란 두부샐러드
1844,두부,포두부무침
1845,두부,된장 톳 두부무침
1846,두부,김치볶음 & 두부김치
1847,두부,포두부말이
1848,두부,두부 강된장볶음
1849,두부,양념장 올린 두부구이
1850,두부,파생채 구운두부
1851,두부,시골두부무조림
1852,두부,손두부 해물두루치기
1853,두부,떠먹는 순두부김치
1854,두부,대패삼겹 두부조림
1855,두부,만두조림 & 만두부침개
1856,두부,조갯살두부조림
1857,두부,된장두부조림
1858,두부,마늘고추장소스 두부조림
1859,두부,두부멘보샤
1860,양배추,양배추 둥지밥
1861,양배추,양배추된장무른밥
1862,양배추,양배추치즈전골
1863,양배추,참치 쌈장과 양배추쌈
1864,양배추,양배추 달걀전
1865,양배추,방울양배추 소고기조림
1866,양배추,양배추볶음
1867,양배추,양배추피클
1868,양배추,양배추 우삼겹 숙주볶음
1869,양배추,양배추닭가슴살구이
1870,날치알,날치알 비빔밥
1871,날치알,대하날치알 치즈구이
1872,양파,치킨양파덮밥
1873,양파,소고기 양파덮밥
1874,양파,양파덮밥
1875,양파,양파볶음 햄구이밥
1876,양파,호박양파조림
1877,양파,양파초무침
1878,양파,어묵양파볶음
1879,양파,가지양파볶음
1880,양파,양파삼겹살찜
1881,대파,불고기대파꼬치와 주먹밥
1882,대파,대파닭개장
1883,대파,대파된장찌개
1884,대파,대파무침
1885,대파,대파된장무침
1886,대파,대파초무침
1887,대파,대파 소고기 볶음
1888,대파,굴소스대파돼지고기
1889,대파,주꾸미대파볶음
1890,대파,닭다릿살 대파구이
1891,대파,닭고기대파꼬치
1892,치즈,토마토치즈제육덮밥
1893,치즈,갈비찜 치즈덮밥
1894,치즈,치즈 불닭볶음밥
1895,치즈,게살치즈죽
1896,치즈,제육치즈 팬볶음밥
1897,치즈,치즈멸치강정
1898,치즈,달걀치즈진밥
1899,치즈,김치어묵치즈덮밥
1900,치즈,양배추치즈전골
1901,치즈,김치치즈달걀말이
1902,치즈,통감자치즈구이
1903,치즈,대하날치알 치즈구이
1904,치즈,불닭치즈구이
1905,치즈,소시지 치즈프라이
1906,치즈,갈릭치즈를 품은 햄버거스테이크
1907,치즈,치즈왕달걀말이
1908,치즈,석화치즈구이&사과드레싱 샐러드
1909,어묵,어묵버터밥
1910,어묵,오징어어묵무침 충무김밥
1911,어묵,김치어묵치즈덮밥
1912,어묵,5분 어묵국
1913,어묵,얼큰 어묵탕
1914,어묵,매운어묵배춧국
1915,어묵,미더덕어묵탕
1916,어묵,꽃게어묵탕
1917,어묵,얼큰 절편어묵탕
1918,어묵,어묵 두부찌개
1919,어묵,어묵 김치조림
1920,어묵,어묵양파볶음
1921,어묵,고추장더덕어묵볶음
1922,어묵,어묵찬밥조림
1923,어묵,어묵고구마조림
1924,어묵,어묵잡채
1925,골뱅이,골뱅이죽
1926,골뱅이,골뱅이냉묵사발
1927,골뱅이,동남아풍 골뱅이샐러드
1928,버터,어묵버터밥
1929,버터,달래간장버터밥
1930,버터,전복버터구이
1931,버터,갈릭버터슈림프
1932,버터,간장버터통오징어구이
1933,버터,레몬버터랍스터
1934,버터,닭날개버터구이
1935,순대,가지순대
1936,순대,백순대볶음
1937,순대,카르보나라 순대볶음
1938,순대,김치볶음밥 오징어순대
1939,순대,순대버섯 콩나물찜
1940,할라피뇨,할라피뇨 주먹밥
1941,햄,햄버거 김밥
1942,햄,통조림 햄구이& 달걀볶음밥
1943,햄,마늘칩햄동
1944,햄,햄 볶음밥
1945,햄,양파볶음 햄구이밥
1946,햄,갈릭치즈를 품은 햄버거스테이크
1947,햄,경양식 햄버그스테이크
1948,콩,물만두 콩나물국밥
1949,콩,김치 콩나물밥
1950,콩,렌틸콩밥
1951,콩,병아리콩 보리밥
1952,콩,오징어콩나물국밥
1953,콩,불고기 김치콩나물밥
1954,콩,콩나물냉국
1955,콩,콩나물무침 & 콩나물술국
1956,콩,오징어젓콩나물국밥
1957,콩,제주 콩국
1958,콩,순두부콩나물국
1959,콩,새우콩나물탕
1960,콩,콩나물아욱국
1961,콩,새우젓콩나물국
1962,콩,콩가루냉이장국
1963,콩,콩나물장조림
1964,콩,하얀콩나물무침
1965,콩,콩나물 냉채
1966,콩,미나리 생콩가루찜
1967,콩,낙지콩나물볶음
1968,콩,땅콩조림
1969,콩,부추콩가루찜
1970,콩,찐콩나물굴무침
1971,콩,콩가루고추멸치찜
1972,콩,콩나물버섯무침
1973,콩,우삼겹 콩나물두루치기
1974,콩,콩나물라볶이
1975,콩,콩고기 토마토떡볶이
1976,콩,검은콩볶음
1977,콩,콩불
1978,콩,굴 콩나물찜
1979,콩,콩나물 꽃게찜
1980,콩,오만둥이콩나물찜
1981,콩,조개콩나물찜
1982,콩,순대버섯 콩나물찜
1983,콩,다시마곤약콩조림
1984,짜장,짜장덮밥
1985,짜장,유니짜장
1986,짜장,해물쟁반 짜장라면
1987,짜장,짜장제육볶음
1988,미나리,미나리채소죽
1989,미나리,오징어젓미나리무침
1990,미나리,미나리 생콩가루찜
1991,미나리,미나리달걀찜
1992,미나리,차돌미나리 분짜
1993,미나리,미나리감자 뢰스티
1994,게살,게살치즈죽
1995,게살,게살샐러드 유부초밥
1996,부추,부추굴국밥
1997,부추,부추닭고기 물만두탕
1998,부추,쇠고기부추들깨탕
1999,부추,다슬기부추된장국
2000,부추,부추콩가루찜
2001,부추,된장부추맥적구이
2002,부추,차돌박이 부추편채
2003,부추,부추곱창
2004,부추,부추만두
2005,매생이,매생이국밥
2006,매생이,매생이 두붓국
2007,시금치,대구살시금치이유식
2008,시금치,시금치베이컨밥말이
2009,시금치,버섯시금치국
2010,시금치,시금치페스토 꼬막찜
2011,시금치,시금치 겉절이
2012,시금치,시금치달걀찜
2013,시금치,시금치 포테이토샐러드
2014,시금치,시금치딸기샐러드
2015,당근,사과당근무른밥
2016,크래미,크래미알밥
2017,피자,떠먹는 현미밥피자
2018,피자,깍두기 찬밥피자
2019,팽이,팽이잡채밥
2020,팽이,팽이버섯무침
2021,흑임자,흑임자죽
2022,아스파라거스,아스파라거스 전복볶음밥
2023,아스파라거스,아스파라거스오징어볶음
2024,아스파라거스,아스파라거스 쇠고기볶음
2025,아스파라거스,아스파라거스 닭꼬치구이
2026,노각,노각생채비빔밥
2027,노각,노각 냉국
2028,바나나,바나나차조미음
2029,명란,반숙명란덮밥
2030,명란,명란덮밥
2031,명란,명란젓비지찌개
2032,명란,명란순두부찌개
2033,명란,명란 오이무침
2034,명란,명란 두부샐러드
2035,명란,양상추 명란젓말이
2036,명란,명란달걀말이
2037,백합,백합 맑은탕
2038,황태,황태국
2039,황태,황태장국
2040,황태,황태아욱국
2041,황태,황태애호박국
2042,황태,매운 황태닭찜
2043,견과류,견과류샐러드
2044,견과류,견과류 뿌린 찹쌀돼지고기강정
2045,토란,들깨토란탕
2046,토란,토란잔멸치조림
2047,고사리,고사리 육개장
2048,낙지,얼큰 낙지탕
2049,낙지,낙지불고기매운탕
2050,낙지,낙지젓 파전
2051,낙지,낙지콩나물볶음
2052,낙지,낙지초무침
2053,낙지,낙지갈비찜
2054,번데기,고추장번데기탕
2055,깨,참깨 닭가슴살 오이덮밥
2056,깨,들깨쇠고기미역죽
2057,깨,들깨토란탕
2058,깨,들깨뭇국
2059,깨,쇠고기부추들깨탕
2060,깨,닭고기참깨탕
2061,깨,통들깨 무나물
2062,깨,들깨시래기볶음
2063,깨,뿌리채소 참깨샐러드
2064,깨,깨호박씨강정
2065,깨,들깨애호박볶음
2066,깨,들깨버섯볶음
2067,깨,검은깨소스 연어샐러드
2068,완자,닭가슴살완자국
2069,완자,새우두부완자탕
2070,완자,바지락쑥완자국
2071,완자,쇠고기완자 배추전골
2072,완자,납작완자조림
2073,미소,미소시루
2074,깻잎,깻잎버섯된장국
2075,깻잎,대합깻잎짜글이
2076,깻잎,양념깻잎
2077,깻잎,깻잎페스토 목살구이
2078,깻잎,멸치깻잎쌈
2079,맥주,맥주조개탕
2080,생태,맑은 생태탕
2081,생태,생태국
2082,도루묵,도루묵찌개
2083,해물,오곡 해물채소볶음밥
2084,해물,해물밥
2085,해물,토마토소스 해물리소토
2086,해물,해물전골
2087,해물,해물쟁반 짜장라면
2088,해물,손두부 해물두루치기
2089,해물,해물찜
2090,차돌박이,차돌박이청국장
2091,차돌박이,차돌박이볶음
2092,차돌박이,차돌박이 부추편채
2093,차돌박이,차돌박이 알배추찜
2094,동태,동태찌개
2095,쥐포,쥐포채무침
2096,쥐포,쥐포볶음
2097,쥐포,쥐포볶음
2098,쥐포,딥소스 오징어 쥐포구이
2099,톳,톳 김조림
2100,톳,된장 톳 두부무침
2101,톳,톳 무말랭이무침
2102,톳,매운 톳떡찜
2103,청경채,쇠고기청경채무른밥
2104,청경채,청경채김치
2105,청경채,청경채겉절이
2106,청경채,사과청경채무침
2107,연근,찹쌀 연근구이
2108,연근,연근초절임
2109,연근,연근무침
2110,연근,연근양송이달걀찜
2111,연근,오징어연근조림
2112,파래,고추장 파래김구이
2113,파래,마른파래볶음
2114,파프리카,파프리카잡채
2115,파프리카,파프리카 삼겹말이꼬치
2116,랍스터,레몬버터랍스터
2117,곤약,곤약면 팟타이
2118,곤약,곤약버섯조림
2119,곤약,다시마곤약콩조림
2120,시래기,시래기전복솥밥
2121,시래기,뼈 없는 시래기감자탕
2122,시래기,들깨시래기볶음
2123,시래기,시래기불고기
2124,시래기,시래기꽁치찜
2125,시래기,시래기삼치조림
2126,등갈비,바삭 등갈비 강정
2127,등갈비,등갈비구이
2128,등갈비,등갈비강정
2129,등갈비,등갈비 묵은지찜
2130,등갈비,등갈비찜
2131,가자미,마소스 가자미찜
2132,가자미,가자미조림
2133,숙주,숙주무침
2134,숙주,양배추 우삼겹 숙주볶음
2135,숙주,대패삼겹살숙주찜
2136,숙주,숙주우엉잡채
