,food_name,view_count,food_cate,rec_season,rec_weather,rec_time
86849,꿀귤에이드,27800,15,1,2,0
86850,찹쌀도너츠,4051,9,1,2,0
86851,토스트,2300,9,1,2,0
86852,오이소박이,3077,3,1,2,0
86853,소떡소떡,17104,8,1,2,0
86854,삼겹살구이,14503,5,1,2,0
86855,스팸두부조림,6892,14,1,2,0
86856,한라봉잼,2925,12,1,2,0
86857,딸기샌드위치,2035,9,1,2,0
86858,김치닭볶음탕,3590,5,1,2,0
86859,건새우볶음,47376,7,1,2,0
86860,게살샐러드,1422,10,1,2,0
86861,짬뽕밥,8164,8,1,2,0
86862,느타리버섯볶음,7971,7,1,2,0
86863,불떡볶이,2239,4,1,2,0
86864,돼지고기김치찌개,4972,14,1,2,0
86865,두부구이,1782,7,1,2,0
86866,느타리버섯전,2381,7,1,2,0
86867,마라샹궈,8982,5,1,2,0
86868,양배추피클,6154,7,1,2,0
86869,봄동달래무침,2715,7,1,2,0
86870,가자미부침,729,2,1,2,0
86871,무생채무침,2215,7,1,2,0
86872,감자또띠아,18585,13,1,2,0
86873,죽순삶기,21286,2,1,2,0
86874,계란말이,838,7,1,2,0
86875,세발나물초무침,1551,5,1,2,0
86876,팽이버섯전,7106,7,1,2,0
86877,곤드레나물밥,5885,8,1,2,0
86878,도루묵찌개,7639,14,1,2,0
86879,와규스테이크,2054,5,1,2,0
86880,청양고추새우조림,1367,7,1,2,0
86881,묵은지볶음,1639,7,1,2,0
86882,열무김치,33635,3,1,2,0
86883,단무지무침꼬마김밥,4767,8,1,2,0
86884,천혜향쥬스,606,15,1,2,0
86885,만두떡국,6006,1,1,2,0
86886,냉이잡채,1312,5,1,2,0
86887,감자조림,34892,7,1,2,0
86888,레몬생강청,7065,15,1,2,0
86889,짜장,30791,3,1,2,0
86890,닭볶음탕,28093,5,1,2,0
86891,오징어새우호박찜,1821,5,1,2,0
86892,골뱅이무침,58586,5,1,2,0
86893,청국장찌개,14391,14,1,2,0
86894,볶음밥,472,8,1,2,0
86895,두부짜글이,20161,14,1,2,0
86896,쑥된장국,5673,1,1,2,0
86897,배추겉절이,59300,3,1,2,0
86898,돼지고기장조림,2773,7,1,2,0
86899,북어양념구이,9933,5,1,2,0
86900,해물빈대떡,1244,1,1,2,0
86901,새우오징어간장볶음,26222,7,1,2,0
86902,짜장떡볶이,14531,8,1,2,0
86903,골뱅이곤약채무침,2146,6,1,2,0
86904,미나리전,6279,7,1,2,0
86905,미나리돌솥비빔밥,2080,8,1,2,0
86906,햄쪽파계란말이,1888,7,1,2,0
86907,무채국,10031,1,1,2,0
86908,돈까스김밥,5140,8,1,2,0
86909,계란장조림,2358,7,1,2,0
86910,감자채볶음,1332,7,1,2,0
86911,소고기국,7338,1,1,2,0
86912,시금치프리타타,81207,16,1,2,0
86913,딸기젤리푸딩,17212,4,1,2,0
86914,완두콩스프,1630,11,1,2,0
86915,쌀강정,6767,0,1,2,0
86916,방울토마토,962,10,1,2,0
86917,충무김밥,5690,8,1,2,0
86918,냉이된장국,6123,1,1,2,0
86919,새우짬뽕,3976,1,1,2,0
86920,김밥,10215,8,1,2,0
86921,타마고산도,2001,4,1,2,0
86922,삭힌고추무침,1834,7,1,2,0
86923,돼지고기채소스튜,27463,13,1,2,0
86924,간장감자조림,21991,7,1,2,0
86925,단호박야채샐러드,3238,10,1,2,0
86926,고사리나물,17869,7,1,2,0
86927,뉴욕핫도그,2193,9,1,2,0
86928,곤약고구마조림,1039,2,1,2,0
86929,어묵볶음,2585,7,1,2,0
86930,콩나물,14487,5,1,2,0
86931,닭갈비볶음밥,4930,8,1,2,0
86932,가래떡구이,24061,8,1,2,0
86933,닭칼국수,2869,6,1,2,0
86934,무청시래기볶음,4624,7,1,2,0
86935,돈까스,2225,5,1,2,0
86936,식빵롤샌드위치,3162,9,1,2,0
86937,미나리전,5782,5,1,2,0
86938,닭갈비,48097,5,1,2,0
86939,골뱅이비빔면,10443,6,1,2,0
86940,양배추김치,22797,3,1,2,0
86941,브로콜리샐러드,5775,10,1,2,0
86942,냉이된장무침,2435,7,1,2,0
86943,짜장덮밥,3129,8,1,2,0
86944,등갈비김치찜,29339,5,1,2,0
86945,삼겹살스테이크,4186,5,1,2,0
86946,건새우마늘쫑볶음,11869,7,1,2,0
86947,파래무침,5963,7,1,2,0
86948,모닝빵햄버거,3874,9,1,2,0
86949,파래전,3718,7,1,2,0
86950,브로콜리맛살두부무침,113138,7,1,2,0
86951,주꾸미삼겹살볶음,9996,5,1,2,0
86952,팽이버섯베이컨말이,17474,5,1,2,0
86953,치즈매쉬고구마,764,2,1,2,0
86954,콩나물잡채,98360,5,1,2,0
86955,고구마핫도그,825,9,1,2,0
86956,간장양념,41567,12,1,2,0
86957,꽈리고추돼지고기장조림,2043,7,1,2,0
86958,소시지,5566,7,1,2,0
86959,부대찌개,5090,14,1,2,0
86960,부추겉절이,9106,3,1,2,0
86961,사라다,8736,10,1,2,0
86962,소고기무국,3171,1,1,2,0
86963,참치까나페,3185,0,1,2,0
86964,스팸돈부리덮밥,2494,8,1,2,0
86965,감자짜글이,33189,14,1,2,0
86966,고추장멸치볶음,38359,7,1,2,0
86967,칠리새우브리또,1754,10,1,2,0
86968,주먹밥,5498,8,1,2,0
86969,베이컨숙주볶음,16414,7,1,2,0
86970,돼지고기김치찌개,10504,14,1,2,0
86971,또띠아달걀샌드위치,1615,9,1,2,0
86972,양파장아찌,113234,7,1,2,0
86973,꽈리고추멸치볶음,6404,7,1,2,0
86974,고구마찰떡,16860,8,1,2,0
86975,크래미유부초밥,48933,8,1,2,0
86976,냉이된장찌개,3104,14,1,2,0
86977,서대구이,4584,5,1,2,0
86978,굴밥,17032,8,1,2,0
86979,나물김밥,2133,8,1,2,0
86980,오징어무국,11259,1,1,2,0
86981,파인애플볶음밥,5607,8,1,2,0
86982,느타리버섯볶음,34891,7,1,2,0
86983,프렌치토스트,2426,9,1,2,0
86984,크래미마요덮밥,1709,8,1,2,0
86985,커피,2732,15,1,2,0
86986,토마토파스타,16255,6,1,2,0
86987,허니버터칩,3550,0,1,2,0
86988,고추튀김,2598,4,1,2,0
86989,두부전골,4089,1,1,2,0
86990,납작탕수육,6147,5,1,2,0
86991,LA갈비,41049,5,1,2,0
86992,고구마케익,1743,4,1,2,0
86993,도다리쑥국,13023,1,1,2,0
86994,냉이된장국,7017,1,1,2,0
86995,메추리알장조림,29339,7,1,2,0
86996,삼겹살김치볶음밥,3668,8,1,2,0
86997,돼지고기고추장불고기,50100,5,1,2,0
86998,시나몬롤,4313,9,1,2,0
86999,돼지고기보쌈,2940,5,1,2,0
87000,오픈토스트,1992,9,1,2,0
87001,곱창샐러드,2610,10,1,2,0
87002,마약토스트,37111,9,1,2,0
87003,주먹밥,6538,8,1,2,0
87004,누룽지,10782,8,1,2,0
87005,봄동겉절이,1516,3,1,2,0
87006,시래기된장국,2152,1,1,2,0
87007,쇠고기무국,11604,1,1,2,0
87008,달래계란말이,914,5,1,2,0
87009,등뼈찜,4551,5,1,2,0
87010,봄동된장무침,1281,7,1,2,0
87011,우엉밥,1777,8,1,2,0
87012,연근된장찌개,1223,14,1,2,0
87013,파래무침,1700,7,1,2,0
87014,시래기죽,1648,8,1,2,0
87015,쫄면,2434,6,1,2,0
87016,어묵칩,5735,0,1,2,0
87017,고등어김치조림,6741,5,1,2,0
87018,딸기,3892,2,1,2,0
87019,크림치즈쇼트브레드쿠키,2013,0,1,2,0
87020,치킨텐더,2680,2,1,2,0
87021,냉이유채나물무침,7043,5,1,2,0
87022,딸기,1261,4,1,2,0
87023,양배추샐러드,26964,10,1,2,0
87024,꼬막무침,6467,7,1,2,0
87025,청양고추장물,3772,12,1,2,0
87026,소고기고추장볶음,8834,7,1,2,0
87027,양배추들깨된장무침,2814,7,1,2,0
87028,시금치무침,3011,7,1,2,0
87029,해물찜,22479,5,1,2,0
87030,달래계란말이,1061,7,1,2,0
87031,치킨김치볶음밥,7874,8,1,2,0
87032,마늘쫑무침,12627,7,1,2,0
87033,김치볶음밥,1588,8,1,2,0
87034,홍합죽,2368,8,1,2,0
87035,무갈치조림,7572,5,1,2,0
87036,땅콩러스크,27654,0,1,2,0
87037,들깨시금치된장국,1416,1,1,2,0
87038,계란볶음밥,3392,8,1,2,0
87039,삼겹살볶음밥,879,8,1,2,0
87040,파무침,3404,7,1,2,0
87041,탄탄비빔면,1467,6,1,2,0
87042,표고버섯볶음,14243,7,1,2,0
87043,배추전,25147,7,1,2,0
87044,갈치국,5648,1,1,2,0
87045,해물짬뽕탕,5007,1,1,2,0
87046,베이글,1601,9,1,2,0
87047,핫케이크,6747,9,1,2,0
87048,건새우볶음,7298,7,1,2,0
87049,두부호박젓국,3210,1,1,2,0
87050,꼬막삶기,1598,2,1,2,0
87051,꼬막비빔밥,2327,8,1,2,0
87052,미역줄기볶음,21244,7,1,2,0
87053,소세지전,5052,5,1,2,0
87054,양지머리꽈리고추조림,4643,7,1,2,0
87055,요거트치즈케이크,8083,4,1,2,0
87056,도토리묵,7757,7,1,2,0
87057,건고구마순볶음,3116,7,1,2,0
87058,고등어조림,5971,5,1,2,0
87059,문어튀김,2918,13,1,2,0
87060,감자어묵국,2849,1,1,2,0
87061,카야토스트,11396,9,1,2,0
87062,연어스테이크,1700,13,1,2,0
87063,만두볶음,3599,6,1,2,0
87064,견과류병아리콩조림,24593,7,1,2,0
87065,바지락칼국수,2483,6,1,2,0
87066,오뎅볶음,2284,7,1,2,0
87067,냉이된장찌개,2993,14,1,2,0
87068,떡볶이,9605,8,1,2,0
87069,봄동전,760,7,1,2,0
87070,양배추물김치,9170,3,1,2,0
87071,바게트빵,4261,9,1,2,0
87072,묵은지김치찜,3916,5,1,2,0
87073,떡잡채,4626,6,1,2,0
87074,황태미역국,7287,1,1,2,0
87075,계란찜밥,3084,8,1,2,0
87076,어묵김밥,2421,8,1,2,0
87077,식빵롤,1911,9,1,2,0
87078,크래미달걀볶음밥,2269,8,1,2,0
87079,마늘빵치즈샌드,1275,9,1,2,0
87080,닭똥집볶음,1354,5,1,2,0
87081,묵은지참치김밥,28139,8,1,2,0
87082,잡채,12466,5,1,2,0
87083,쟁반간짜장,10485,5,1,2,0
87084,시금치무침,1345,7,1,2,0
87085,햄김치볶음밥,2458,8,1,2,0
87086,황태포찜,1757,5,1,2,0
87087,참치마요삼각김밥,23278,8,1,2,0
87088,갓물김치,10928,3,1,2,0
87089,미역줄기볶음,3331,7,1,2,0
87090,소고기국,3946,1,1,2,0
87091,세발나물두부샐러드,3220,10,1,2,0
87092,깐풍만두,4765,6,1,2,0
87093,냉이밥,566,8,1,2,0
87094,콩나물미나리무침,3652,7,1,2,0
87095,꽃게크림스프,673,11,1,2,0
87096,아인슈페너,10791,15,1,2,0
87097,식빵파이,1439,9,1,2,0
87098,무생채무침,6433,7,1,2,0
87099,닭볶음탕,2217,5,1,2,0
87100,시금치햄볶음,30951,7,1,2,0
87101,골뱅이소면무침,8307,5,1,2,0
87102,도라야끼,1418,9,1,2,0
87103,만두전골,2364,1,1,2,0
87104,딸기우유프렌치토스트,1140,4,1,2,0
87105,달래멸치무침,1078,7,1,2,0
87106,유채나물쪽파무침,4951,5,1,2,0
87107,된장찌개,14291,14,1,2,0
87108,된장국,4575,1,1,2,0
87109,감바스,4031,13,1,2,0
87110,계란장조림,4747,7,1,2,0
87111,비빔국수,11029,6,1,2,0
87112,달래양념장,12673,12,1,2,0
87113,겨울초겉절이,7029,3,1,2,0
87114,참치미역국,83635,1,1,2,0
87115,돈까스김치나베,6761,1,1,2,0
87116,돼지고기김치찌개,6968,14,1,2,0
87117,닭불고기,36168,5,1,2,0
87118,홍합술찜,4212,16,1,2,0
87119,길거리토스트,8250,9,1,2,0
87120,코코넛조림,1146,2,1,2,0
87121,국물떡볶이,4921,8,1,2,0
87122,달걀샌드위치,21705,9,1,2,0
87123,브로콜리마늘빵,1000,9,1,2,0
87124,봄동겉절이,2108,3,1,2,0
87125,카레덮밥,3287,8,1,2,0
87126,롤샌드위치,6016,9,1,2,0
87127,충무김밥,68006,8,1,2,0
87128,스팸돈부리덮밥,1223,8,1,2,0
87129,골뱅이와인찜,722,16,1,2,0
87130,베이컨양파링,28555,2,1,2,0
87131,돈가스,13712,5,1,2,0
87132,타마고산도,3272,9,1,2,0
87133,냉이된장국,2064,1,1,2,0
87134,통삼겹살구이,17275,5,1,2,0
87135,계란말이,12943,7,1,2,0
87136,쪽파무침,13082,7,1,2,0
87137,등심돈까스,22161,5,1,2,0
87138,어묵콩나물찜,1651,7,1,2,0
87139,오징어실채볶음,4734,7,1,2,0
87140,당면어묵탕,2924,1,1,2,0
87141,늙은호박된장국,16104,1,1,2,0
87142,토마토스튜,6057,13,1,2,0
87143,롤치즈풀먼식빵,1892,9,1,2,0
87144,깍두기,15553,3,1,2,0
87145,쉬림프링볶음,926,5,1,2,0
87146,충무김밥,4798,8,1,2,0
87147,두부김치,7025,5,1,2,0
87148,닭모래집튀김,2897,7,1,2,0
87149,한치숙회,8962,5,1,2,0
87150,딱새우된장국,2279,1,1,2,0
87151,쪽파갓김치,3840,3,1,2,0
87152,훈제오리볶음밥,3462,8,1,2,0
87153,계란빵,7534,9,1,2,0
87154,갓물김치,6865,3,1,2,0
87155,된장찌개,21110,14,1,2,0
87156,스팸덮밥,14331,8,1,2,0
87157,멸치볶음,33349,7,1,2,0
87158,봄동겉절이,25567,3,1,2,0
87159,콘치즈,46607,4,1,2,0
87160,도다리조림,12400,5,1,2,0
87161,계란말이,4348,7,1,2,0
87162,딸기탕후루,12155,4,1,2,0
87163,연근조림,49024,7,1,2,0
87164,사우어크라우트김치찌개,6049,14,1,2,0
87165,계란탕,15257,1,1,2,0
87166,아몬드잔멸치볶음,6557,7,1,2,0
87167,스팸돈부리,9839,8,1,2,0
87168,아몬드타르트,3274,4,1,2,0
87169,배추볶음,2662,5,1,2,0
87170,파스타,3008,6,1,2,0
87171,튀김강정,6951,2,1,2,0
87172,쭈꾸미손질,10414,5,1,2,0
87173,마늘쫑장아찌,22137,7,1,2,0
87174,달걀크로켓,975,13,1,2,0
87175,청국장,2913,14,1,2,0
87176,오징어무국,3011,1,1,2,0
87177,두부볶음,7916,5,1,2,0
87178,동태탕,9797,1,1,2,0
87179,꼬막,58994,7,1,2,0
87180,달걀찜,2901,7,1,2,0
87181,딸기청,3860,15,1,2,0
87182,코다리찜,10584,5,1,2,0
87183,김치볶음밥,2200,8,1,2,0
87184,오이소박이,18658,3,1,2,0
87185,훈제오리그라탕,852,5,1,2,0
87186,훈제오리볶음,13149,5,1,2,0
87187,블루베리타르트,2667,4,1,2,0
87188,단호박치즈구이,2000,4,1,2,0
87189,소불고기덮밥,48139,8,1,2,0
87190,두부조림,24210,7,1,2,0
87191,식빵토스트,10622,9,1,2,0
87192,감자계란국,7726,1,1,2,0
87193,토마토쥬스,4045,15,1,2,0
87194,새송이버섯볶음,2646,7,1,2,0
87195,메추리알돼지안심장조림,4752,5,1,2,0
87196,간장닭조림,4725,5,1,2,0
87197,취나물무침,3566,7,1,2,0
87198,우엉김치,5129,3,1,2,0
87199,달래양념장,4223,12,1,2,0
87200,간장파스타,1945,6,1,2,0
87201,계란떡볶이,24320,8,1,2,0
87202,군만두,110237,6,1,2,0
87203,소세지간장조림,5058,5,1,2,0
87204,장조림,307871,7,1,2,0
87205,도토리묵샐러드,2434,10,1,2,0
87206,소세지야채볶음,4792,5,1,2,0
87207,샐러리볶음,36005,7,1,2,0
87208,참치쌈장,10874,3,1,2,0
87209,레몬청,2733,15,1,2,0
87210,고구마줄기볶음,60295,7,1,2,0
87211,파계란국,7406,1,1,2,0
87212,밀떡볶이,2866,8,1,2,0
87213,데빌드에그,3940,10,1,2,0
87214,동치미,31034,3,1,2,0
87215,오리떡갈비,1022,5,1,2,0
87216,구운계란,43079,2,1,2,0
87217,배추앞다리살찜,2005,5,1,2,0
87218,브로콜리,10313,2,1,2,0
87219,아보카도에그베네딕트,15916,9,1,2,0
87220,스팸파전,1637,5,1,2,0
87221,닭모래집볶음,1724,7,1,2,0
87222,아몬드쿠키,3956,0,1,2,0
87223,마약계란장,74003,7,1,2,0
87224,감자채볶음,5801,7,1,2,0
87225,돼지고기청국장찌개,3672,14,1,2,0
87226,감자크림파스타,2983,6,1,2,0
87227,건가지탕수,1824,5,1,2,0
87228,토마토쥬스,2566,15,1,2,0
87229,에그샌드위치,2188,9,1,2,0
87230,가래떡구이,5990,8,1,2,0
87231,달걀토스트,8975,9,1,2,0
87232,치킨텐더모닝빵,723,9,1,2,0
87233,오픈달걀토스트,20576,9,1,2,0
87234,애플파이,28491,9,1,2,0
87235,김자반계란말이,974,7,1,2,0
87236,김치볶음밥,5400,8,1,2,0
87237,스팸초밥,2563,8,1,2,0
87238,밀푀유나베,147516,1,1,2,0
87239,어묵채볶음,1117,5,1,2,0
87240,봄동무침,748,7,1,2,0
87241,참치계란전,6513,5,1,2,0
87242,모닝빵단호박계란샐러드,26411,10,1,2,0
87243,아망드쇼콜라,928,2,1,2,0
87244,돼지고기김치찜,2772,5,1,2,0
87245,칵테일새우탕,2321,1,1,2,0
87246,다시마조림,6658,7,1,2,0
87247,봄동겉절이,8065,3,1,2,0
87248,돈까스,4575,5,1,2,0
87249,닭백숙,7055,1,1,2,0
87250,감자채볶음,2628,7,1,2,0
87251,베이컨김치볶음밥,35664,8,1,2,0
87252,가리비짬뽕,3144,1,1,2,0
87253,쭈꾸미연포탕,58952,1,1,2,0
87254,달걀마요덮밥,8135,8,1,2,0
87255,돼지수육삶는법,27546,5,1,2,0
87256,메밀막국수,19808,6,1,2,0
87257,식빵부침,1111,9,1,2,0
87258,깍두기볶음밥,2814,8,1,2,0
87259,봄동된장나물,3704,7,1,2,0
87260,보리된장국,1920,1,1,2,0
87261,시금치된장국,15394,1,1,2,0
87262,프렌치토스트,11833,9,1,2,0
87263,파프리카잡채,1152,5,1,2,0
87264,오뎅볶음,64242,7,1,2,0
87265,무나물,6758,7,1,2,0
87266,참나물오이무침,5528,10,1,2,0
87267,스크램블에그,1393,13,1,2,0
87268,시금치된장국,16213,1,1,2,0
87269,머랭쿠키,2757,0,1,2,0
87270,사과바나나귀리주스,8659,15,1,2,0
87271,쇠고기강된장,19740,3,1,2,0
87272,사탕,2239,4,1,2,0
87273,야채크림파스타,686,6,1,2,0
87274,딸기쨈,3062,12,1,2,0
87275,계란,2925,16,1,2,0
87276,스테이크크림파스타,689,6,1,2,0
87277,스테이크,865,13,1,2,0
87278,어묵볶음,79898,7,1,2,0
87279,계란장,4911,7,1,2,0
87280,매생이떡국,1223,1,1,2,0
87281,멸치볶음,35606,7,1,2,0
87282,톳당근무침,7478,7,1,2,0
87283,두부달걀스크램블덮밥,35479,8,1,2,0
87284,계란샌드위치,7153,9,1,2,0
87285,배추장아찌,2066,7,1,2,0
87286,감자볶음,8700,7,1,2,0
87287,원추리나물무침,1599,7,1,2,0
87288,치즈만두밥,31795,8,1,2,0
87289,홍삼삼겹살수육,2542,5,1,2,0
87290,냉이초무침,1389,5,1,2,0
87291,베이컨치즈토스트,45470,9,1,2,0
87292,사과잼,3523,12,1,2,0
87293,달래냉이된장찌개,2809,14,1,2,0
87294,오징어무국,19715,1,1,2,0
87295,쭈꾸미볶음,2833,5,1,2,0
87296,계란찜,19622,7,1,2,0
87297,말린호박나물볶음,7601,7,1,2,0
87298,멸치주먹밥,1368,8,1,2,0
87299,배추된장국,580,1,1,2,0
87300,LA갈비,23382,5,1,2,0
87301,두부조림,5994,7,1,2,0
87302,소고기장조림,2415,7,1,2,0
87303,호떡,18440,9,1,2,0
87304,치즈계란말이김밥,1406,8,1,2,0
87305,계란스크램블,5844,7,1,2,0
87306,계란말이주먹밥,2106,8,1,2,0
87307,오므라이스,955,8,1,2,0
87308,딸기치즈토스트,878,4,1,2,0
87309,계란국수,2695,6,1,2,0
87310,멸치볶음,17509,7,1,2,0
87311,소시지강정,2354,16,1,2,0
87312,오뎅볶음,30690,7,1,2,0
87313,상투과자,2294,0,1,2,0
87314,소세지계란말이,8146,16,1,2,0
87315,콩나물김치볶음밥,3603,8,1,2,0
87316,머랭쿠키,5271,0,1,2,0
87317,코다리찜,9084,5,1,2,0
87318,냉이나물,712,7,1,2,0
87319,달래전,8455,5,1,2,0
87320,레몬청,2930,15,1,2,0
87321,딸기초코칩머핀,1350,9,1,2,0
87322,샐러드드레싱,3806,10,1,2,0
87323,간장제육볶음,5703,5,1,2,0
87324,유부초밥,9974,8,1,2,0
87325,감말랭이무침,2448,7,1,2,0
87326,에그인헬,2626,13,1,2,0
87327,프렌치토스트,1126,9,1,2,0
87328,파래무침,3614,7,1,2,0
87329,표고버섯무침,12715,7,1,2,0
87330,컬리플라워치즈감자전,4487,7,1,2,0
87331,두부계란탕,44604,1,1,2,0
87332,스팸김치볶음밥,29955,8,1,2,0
87333,바나나구이,4584,4,1,2,0
87334,샐러드,3813,10,1,2,0
87335,소보로밤식빵,2602,9,1,2,0
87336,새우튀김덮밥,3508,8,1,2,0
87337,김계란말이,3389,7,1,2,0
87338,마약계란장,4434,7,1,2,0
87339,꼬막무침,5683,7,1,2,0
87340,규동,4478,5,1,2,0
87341,차돌말이찜,4582,5,1,2,0
87342,파블로바,13612,4,1,2,0
87343,부추만두,2295,6,1,2,0
87344,짜글이찌개,3387,14,1,2,0
87345,또띠아롤,12553,16,1,2,0
87346,골뱅이초무침,16715,7,1,2,0
87347,도시락,3279,2,1,2,0
87348,핫윙,2711,5,1,2,0
87349,명란달걀말이,1242,7,1,2,0
87350,새우크림카레우동,4358,6,1,2,0
87351,달걀,6318,2,1,2,0
87352,황태해장국,8129,1,1,2,0
87353,대파김치,6289,7,1,2,0
87354,부침개,2579,5,1,2,0
87355,쑥털털이,4382,8,1,2,0
87356,베이컨모짜렐라치즈토스트,26026,9,1,2,0
87357,소불고기,19818,5,1,2,0
87358,동치미무침,1129,5,1,2,0
87359,짜장라면,2244,6,1,2,0
87360,주꾸미콩나물볶음,21876,5,1,2,0
87361,숙주삼겹살볶음,5658,5,1,2,0
87362,깻잎스팸전,2458,5,1,2,0
87363,미나리두부무침,3625,7,1,2,0
87364,수원왕갈비통닭,106845,16,1,2,0
87365,꼬막달래비빔밥,1941,8,1,2,0
87366,뚝심카레구이,1199,5,1,2,0
87367,계란김밥,4774,8,1,2,0
87368,마약토스트,2006,9,1,2,0
87369,고사리조기조림,8809,5,1,2,0
87370,오징어냉이무침,699,7,1,2,0
87371,단호박오곡밥,4476,8,1,2,0
87372,오징어튀김,3459,5,1,2,0
87373,봄동전,1478,5,1,2,0
87374,무청시래기,3340,2,1,2,0
87375,쑥국,3256,1,1,2,0
87376,우엉고추잡채,2658,5,1,2,0
87377,시래기된장국,2001,1,1,2,0
87378,두부조림,1612,7,1,2,0
87379,죽,2690,8,1,2,0
87380,냉이무침,2980,7,1,2,0
87381,꽁치통조림김치찌개,9053,14,1,2,0
87382,짜장떡볶이,28562,8,1,2,0
87383,콩나물닭갈비,3322,5,1,2,0
87384,도시락,5233,2,1,2,0
87385,웨지감자,22754,4,1,2,0
87386,계란볶음밥,880,8,1,2,0
87387,갈치조림,129935,5,1,2,0
87388,세발나물무침,826,7,1,2,0
87389,머그쵸콜렛케익,3265,9,1,2,0
87390,콩나물무침,11318,7,1,2,0
87391,스팸마리김밥,10842,8,1,2,0
87392,쫄면,29474,6,1,2,0
87393,쪽파김치,4474,3,1,2,0
87394,닭칼국수,3408,6,1,2,0
87395,마라탕,28229,1,1,2,0
87396,겨울초된장국,1987,1,1,2,0
87397,오이고추쌈장무침,3329,7,1,2,0
87398,새우까수엘라,1720,13,1,2,0
87399,삼겹살숙주볶음,3845,5,1,2,0
87400,버섯떡갈비,30691,5,1,2,0
87401,어묵볶음,5459,7,1,2,0
87402,홍합달래전,1011,4,1,2,0
87403,달래부추양념장,947,12,1,2,0
87404,콩나물베이컨볶음,2121,7,1,2,0
87405,쪽파김치,5685,3,1,2,0
87406,돼지껍데기구이,43217,5,1,2,0
87407,토스트샌드위치,9175,9,1,2,0
87408,시금치고추장무침,2281,7,1,2,0
87409,봄동된장국,766,1,1,2,0
87410,해물탕,12144,1,1,2,0
87411,쑥컵케이크,808,9,1,2,0
87412,고추장멸치볶음,4266,7,1,2,0
87413,크래미쪽파말이,5472,7,1,2,0
87414,도라지청,18688,15,1,2,0
87415,딸기청,12549,15,1,2,0
87416,도토리묵,3349,7,1,2,0
87417,청경채된장무침,2991,7,1,2,0
87418,감바스알아히요,9125,13,1,2,0
87419,크림치즈말차케익,995,4,1,2,0
87420,누들샐러드,1462,10,1,2,0
87421,두부조림,11819,7,1,2,0
87422,야채스틱,2275,10,1,2,0
87423,수원왕갈비통닭,3429,5,1,2,0
87424,냉이무침,1700,7,1,2,0
87425,감자탕,13594,1,1,2,0
87426,쇠고기스테이크,25626,13,1,2,0
87427,어묵국수,1434,6,1,2,0
87428,주꾸미샤브샤브,3224,16,1,2,0
87429,메추리다리오븐구이,1293,5,1,2,0
87430,크렘브륄레,3515,4,1,2,0
87431,도다리쑥국,2546,1,1,2,0
87432,쑥냉이전,1389,2,1,2,0
87433,달래장전복밥,1619,8,1,2,0
87434,콩나물국,20234,1,1,2,0
87435,가자미쑥국,18546,1,1,2,0
87436,무짠지무침,2047,7,1,2,0
87437,참치쪽파전,18714,7,1,2,0
87438,감자계란오븐구이,1893,13,1,2,0
87439,고구마빵,5372,9,1,2,0
87440,마늘칩,13983,0,1,2,0
87441,명태탕,4331,1,1,2,0
87442,꼬막비빔밥,18662,8,1,2,0
87443,토마호크스테이크,19227,13,1,2,0
87444,톳두부무침,2437,7,1,2,0
87445,부추달걀말이,3702,7,1,2,0
87446,토마토달걀볶음,4171,16,1,2,0
87447,검정깨강정,8449,4,1,2,0
87448,주꾸미냉이무침,663,5,1,2,0
87449,햄크래미야채계란전,2664,7,1,2,0
87450,시금치무침,2750,7,1,2,0
87451,스팸계란말이김밥,3828,8,1,2,0
87452,두부조림,6404,7,1,2,0
87453,떡볶이,40153,8,1,2,0
87454,꿀아몬드식빵,7512,9,1,2,0
87455,새우튀김,5297,5,1,2,0
87456,계란또띠아피자,6085,9,1,2,0
87457,콩나물잡채,4482,5,1,2,0
87458,비트스무디,2201,15,1,2,0
87459,브로콜리맛살마요네즈무침,5972,5,1,2,0
87460,황태채무침,2175,7,1,2,0
87461,달걀토스트,3032,9,1,2,0
87462,돌나물물김치,1369,3,1,2,0
87463,사천짜장,2748,6,1,2,0
87464,얼갈이배추겉절이,10372,3,1,2,0
87465,봄동된장국,25348,1,1,2,0
87466,소고기장조림,2084,7,1,2,0
87467,애플크럼블쿠키,10430,0,1,2,0
87468,쭈꾸미볶음,3021,5,1,2,0
87469,수정과,2944,15,1,2,0
87470,오코노미야키,1998,5,1,2,0
87471,왕갈비통닭,4841,5,1,2,0
87472,호박스무디,941,15,1,2,0
87473,레인보우푸딩,33938,4,1,2,0
87474,삼겹살고추장스파게티,1725,6,1,2,0
87475,꼬막비빔밥,2418,8,1,2,0
87476,크림치즈사탕마카롱,3279,0,1,2,0
87477,원추리나물,2735,5,1,2,0
87478,제노와즈,433,4,1,2,0
87479,바나나튀김,6223,16,1,2,0
87480,총각김치지짐,16520,7,1,2,0
87481,라면밥,10799,8,1,2,0
87482,시금치계란파이,3099,13,1,2,0
87483,바지락순두부찌개,16952,14,1,2,0
87484,무채전,12540,7,1,2,0
87485,비빔국수양념장,6370,12,1,2,0
87486,겨울초쪽파무침,1723,7,1,2,0
87487,프렌치토스트,48185,9,1,2,0
87488,고구마요거트샐러드,18690,10,1,2,0
87489,라면밥,3748,8,1,2,0
87490,청양고추파래전,1346,7,1,2,0
87491,소고기무국,3300,1,1,2,0
87492,오이소박이,1839,3,1,2,0
